agricultureStructureIndicator,baseFloodElevation,basementEnclosureCrawlspaceType,cancellationDateOfFloodPolicy,condominiumCoverageTypeCode,construction,crsClassCode,buildingDeductibleCode,contentsDeductibleCode,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,federalPolicyFee,ratedFloodZone,hfiaaSurcharge,houseOfWorshipIndicator,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,nonProfitIndicator,numberOfFloorsInInsuredBuilding,obstructionType,occupancyType,originalConstructionDate,originalNBDate,policyCost,policyCount,policyEffectiveDate,policyTerminationDate,policyTermIndicator,postFIRMConstructionIndicator,primaryResidenceIndicator,rateMethod,regularEmergencyProgramIndicator,smallBusinessIndicatorBuilding,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,totalInsurancePremiumOfThePolicy,cancellationVoidanceReasonCode,subsidizedRateType,iccPremium,reserveFundAssessment,communityProbationSurcharge,premiumPaymentIndicator,buildingReplacementCost,basicBuildingRate,additionalBuildingRate,basicContentsRate,AdditionalContentsRate,enclosureTypeCode,buildingDescriptionCode,insuranceToValueCode,postFirmVzoneIndicator,floodproofedIndicator,waitingPeriodType,rolloverTransferCode,endorsementEffectiveDate,propertyPurchaseDate,rentalPropertyIndicator,tenantIndicator,stateOwnedIndicator,disasterAssistanceCoverageRequiredCode,mandatoryPurchaseFlag,grandfatheringTypeCode,nfipRatedCommunityNumber,nfipCommunityNumberCurrent,nfipCommunityName,programTypeIndicator,mapPanelNumber,mapPanelSuffix,floodZoneCurrent,femaRegion,propertyState,reportedCity,reportedZipCode,countyCode,censusTract,censusBlockGroupFips,latitude,longitude,id
False,,,,N,False,7.0,F,1,False,,,47,X,25,False,,,,False,1,,11,2014-10-15T00:00:00.000Z,2022-12-03T00:00:00.000Z,522,1,2025-12-03T00:00:00.000Z,2026-12-03T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,381,,,8.0,69,,1,,,,,,,,,False,False,N,Z,,,False,False,False,,False,,450104,450104,HORRY COUNTY *,False,,,,4.0,SC,Currently Unavailable,29577,45051,45051051000,450510510002,33.7,-79.0,d98a5d9a-31c0-4856-903c-4f80a7835ed6
False,,,,N,False,10.0,2,1,False,,,47,X,25,False,,,,False,2,,11,1959-01-01T00:00:00.000Z,2022-06-16T00:00:00.000Z,1193,1,2025-06-16T00:00:00.000Z,2026-06-16T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,11000,950,,,18.0,171,,1,,,,,,,,,False,False,N,Z,,,False,False,False,,False,,340459,340459,"BERKELEY HEIGHTS, TOWNSHIP OF",False,,,,2.0,NJ,Currently Unavailable,07922,34039,34039038202,340390382021,40.7,-74.5,4c1cd34e-00f8-4380-baf5-b3a9a61a49cd
False,,,,N,False,9.0,2,,False,,,47,AE,25,False,,,,False,1,,11,1977-04-01T00:00:00.000Z,2022-11-07T00:00:00.000Z,883,1,2025-11-07T00:00:00.000Z,2026-11-07T00:00:00.000Z,1,False,True,RatingEngine,R,False,70000,0,687,,,13.0,124,,2,,,,,,,,,False,False,N,Z,,,False,False,False,,False,,330028,330028,"WINCHESTER, TOWN OF",False,,,,1.0,NH,Currently Unavailable,03470,33005,33005971700,330059717003,42.8,-72.4,631ccac9-1d26-40a1-808e-ffc3b42159c1
False,,,,N,False,6.0,F,1,False,,,47,AE,25,False,,,,False,1,,11,1990-01-01T00:00:00.000Z,2022-10-13T00:00:00.000Z,1849,1,2025-10-13T00:00:00.000Z,2026-10-13T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,50000,1506,,,36.0,271,,2,,,,,,,,,False,False,S,N,,,False,False,False,,False,,130030,130030,CHATHAM COUNTY*,False,,,,4.0,GA,Currently Unavailable,31410,13051,13051011107,130510111072,32.0,-81.0,46a96c11-8490-47e1-b949-57a66ff7b8c8
False,,,,N,False,6.0,2,2,False,,,47,AE,25,False,,,,False,1,,11,1956-06-01T00:00:00.000Z,2021-08-31T00:00:00.000Z,4722,1,2025-08-31T00:00:00.000Z,2026-08-31T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,66000,3941,,,75.0,709,,1,,,,,,,,,False,False,,R,,,False,False,False,,False,,480296,480296,"HOUSTON, CITY OF",False,,,,6.0,TX,Currently Unavailable,77074,48201,48201422601,482014226012,29.7,-95.5,cc9500d8-3725-4076-87b3-98f02a6b0fb7
False,,,,N,False,7.0,F,1,False,,,47,X,25,False,,,,False,1,,11,2002-01-01T00:00:00.000Z,2022-10-01T00:00:00.000Z,506,1,2025-10-01T00:00:00.000Z,2026-10-01T00:00:00.000Z,1,False,True,RatingEngine,R,False,201000,71000,368,,,7.0,66,,1,,,,,,,,,False,False,,N,,,False,False,False,,False,,370344,370344,PENDER COUNTY*,False,,,,4.0,NC,Currently Unavailable,28478,37141,37141920300,371419203003,34.6,-78.0,d1558ad9-21b8-4193-a069-8e6180cb3b5d
False,,,,N,False,6.0,2,2,False,,,47,AE,25,False,,,,False,1,,11,1991-03-26T00:00:00.000Z,2022-09-17T00:00:00.000Z,2236,1,2025-09-17T00:00:00.000Z,2026-09-17T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,1834,,,47.0,330,,2,,,,,,,,,False,False,S,N,,,False,False,False,,False,,125147,125147,ST. JOHNS COUNTY *,False,,,,4.0,FL,Currently Unavailable,32086,12109,12109021209,121090212091,29.7,-81.3,a80a9227-edc9-4af7-9512-7e60e1cd2c85
False,,,,N,False,4.0,2,2,False,,,47,AE,25,False,,10.6,11.6,False,1,,11,1981-01-01T00:00:00.000Z,2022-06-12T00:00:00.000Z,1279,1,2025-06-12T00:00:00.000Z,2026-06-12T00:00:00.000Z,1,False,True,RatingEngine,R,False,149000,36000,1023,,,27.0,184,,2,,,,,,,,,False,False,N,N,,,False,False,False,,False,,120218,120218,"CUTLER BAY, TOWN OF",False,,,,4.0,FL,Currently Unavailable,33189,12086,12086010609,120860106091,25.6,-80.4,962b0d24-fbd8-495c-985f-b813a1d3216b
False,,,,N,False,6.0,F,1,False,,,47,X,25,False,,,,False,3,,11,2022-01-01T00:00:00.000Z,2022-09-21T00:00:00.000Z,1359,1,2025-09-21T00:00:00.000Z,2026-09-21T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,1091,,,26.0,196,,1,,,,,,,,,False,False,S,N,,,False,False,False,,False,,480296,480296,"HOUSTON, CITY OF",False,,,,6.0,TX,Currently Unavailable,77006,48201,48201410900,482014109002,29.7,-95.4,7519a906-d3ab-4d68-b074-3afc646428c4
False,,,,N,False,,5,,False,,,47,AE,250,False,,,,False,1,,11,1975-01-01T00:00:00.000Z,2021-12-21T00:00:00.000Z,2181,1,2025-12-21T00:00:00.000Z,2026-12-21T00:00:00.000Z,1,False,False,RatingEngine,R,False,140000,0,1597,,,30.0,287,,1,,,,,,,,,False,False,,Z,,,True,False,False,,False,,220004,220004,"ESTHERWOOD, VILLAGE OF",False,,,,6.0,LA,Currently Unavailable,70534,22001,22001961100,220019611007,30.2,-92.5,7700a26f-b18b-4828-b63a-aafa3d4bf1df
False,,,,N,False,,F,1,False,,,47,X,25,False,,,,False,1,,11,2022-06-01T00:00:00.000Z,2022-10-08T00:00:00.000Z,717,1,2025-10-08T00:00:00.000Z,2026-10-08T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,547,,,11.0,98,,1,,,,,,,,,False,False,,N,,,False,False,False,,False,,485458,485458,BRAZORIA COUNTY *,False,,,,6.0,TX,Currently Unavailable,77583,48039,48039661901,480396619012,29.3,-95.5,ff9a89b6-c872-4dac-bb35-c1d590d3abc7
False,,,,N,False,,5,5,False,,,47,VE,250,False,,2.3,13.1,False,1,,11,1970-01-31T00:00:00.000Z,2021-08-19T00:00:00.000Z,2918,1,2025-08-19T00:00:00.000Z,2026-08-19T00:00:00.000Z,1,False,False,RatingEngine,R,False,142000,40000,2221,,,41.0,400,,1,,,,,,,,,False,False,N,R,,,False,False,False,,False,,481266,481266,"SURFSIDE BEACH, CITY OF",False,,,,6.0,TX,Currently Unavailable,77541,48039,48039664200,480396642003,28.9,-95.3,edf8c28d-345b-4468-90bf-1b77a3e6138e
False,,,,N,False,6.0,F,1,False,,,47,AE,250,False,,7.5,15.1,False,2,,11,2000-01-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,1148,1,2025-07-31T00:00:00.000Z,2026-07-31T00:00:00.000Z,1,False,False,RatingEngine,R,False,250000,100000,721,,,42.0,130,,2,,,,,,,,,False,False,N,R,,,False,False,False,,False,,450256,450256,"SEABROOK ISLAND, TOWN OF",False,,,,4.0,SC,Currently Unavailable,29455,45019,45019002105,450190021051,32.6,-80.2,c2bf22e6-d9fc-40f8-9152-ca362b729a06
False,,,,N,False,6.0,F,1,False,,,47,VE,25,False,,6.0,7.6,False,2,,11,1999-01-01T00:00:00.000Z,2017-06-01T00:00:00.000Z,2617,1,2025-06-01T00:00:00.000Z,2026-06-01T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,2157,,,75.0,388,,2,,,,,,,,,False,False,N,R,,,False,False,False,,False,,125124,125124,LEE COUNTY*,False,,,,4.0,FL,Currently Unavailable,33917,12071,12071020400,120710204001,26.7,-81.9,3e1ff0b2-cf4c-4cb5-89be-125a8989bcac
False,,,,N,False,,F,1,False,,,47,C,25,False,,,,False,2,,11,1986-08-01T00:00:00.000Z,2022-11-21T00:00:00.000Z,621,1,2025-11-21T00:00:00.000Z,2026-11-21T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,465,,,9.0,84,,2,,,,,,,,,False,False,N,Z,,,False,False,False,,False,,090160,090160,"COLUMBIA, TOWN OF",False,,,,1.0,CT,Currently Unavailable,06237,09013,09013860100,090138601004,41.7,-72.3,9ae8534e-e913-4537-9076-ed098fb4f19d
False,,,,N,False,8.0,F,,False,,,47,A,250,False,,190.3,191.1,False,1,,18,1962-01-01T00:00:00.000Z,2022-08-15T00:00:00.000Z,1859,1,2025-08-15T00:00:00.000Z,2026-08-15T00:00:00.000Z,1,False,False,RatingEngine,R,True,116000,0,1324,,,28.0,238,,1,,,,,,,,,False,False,,N,,,True,False,False,,False,,130075,130075,"ALBANY, CITY OF",False,,,,4.0,GA,Currently Unavailable,31707,13095,13095000600,130950006002,31.6,-84.2,810bf612-5b33-4272-a899-c839b462476a
False,,,,N,False,8.0,F,1,False,,,47,X,250,False,,,,False,2,,11,1979-01-01T00:00:00.000Z,2004-08-15T00:00:00.000Z,1430,1,2025-08-15T00:00:00.000Z,2026-08-15T00:00:00.000Z,1,False,False,RatingEngine,R,False,250000,100000,960,,,26.0,173,,2,,,,,,,,,False,False,N,R,,,False,False,False,,False,,370168,370168,NEW HANOVER COUNTY*,False,,,,4.0,NC,Currently Unavailable,28411,37129,37129012300,371290123001,34.3,-77.7,0afb2d3e-8d69-4f45-95f0-56367f94d1c8
False,,,,N,False,,F,,False,,,47,X,250,False,,,,False,1,,12,2022-02-01T00:00:00.000Z,2022-08-25T00:00:00.000Z,596,1,2025-08-25T00:00:00.000Z,2026-08-25T00:00:00.000Z,1,False,False,RatingEngine,R,False,121000,0,253,,,5.0,46,,2,,,,,,,,,False,False,N,N,2025-08-25T00:00:00.000Z,,False,False,False,,False,,480360,480360,"BIG SPRING, CITY OF",False,,,,6.0,TX,Currently Unavailable,79720,48227,48227950802,482279508021,32.2,-101.5,847f6e71-3aba-4e9d-a062-24893631f082
False,,,,N,False,5.0,2,,False,,,47,AH,25,False,,7.7,9.1,False,1,,11,1964-07-01T00:00:00.000Z,2022-08-14T00:00:00.000Z,924,1,2025-08-14T00:00:00.000Z,2026-08-14T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,0,722,,,19.0,130,,1,,,,,,,,,False,False,N,N,,,False,False,False,,False,,120635,120635,MIAMI-DADE COUNTY*,False,,,,4.0,FL,Currently Unavailable,33143,12086,12086007805,120860078051,25.7,-80.3,277063ec-58c3-463a-bb4b-bb164571d137
False,,,,N,False,6.0,A,,False,,,47,AE,25,False,,60.7,61.3,False,1,,11,1959-01-01T00:00:00.000Z,2022-08-18T00:00:00.000Z,1174,1,2025-08-18T00:00:00.000Z,2026-08-18T00:00:00.000Z,1,False,True,RatingEngine,R,False,170000,0,934,,,22.0,168,,1,,,,,,,,,False,False,,N,,,False,False,False,,False,,480296,480296,"HOUSTON, CITY OF",False,,,,6.0,TX,Currently Unavailable,77074,48201,48201422602,482014226021,29.7,-95.5,e109c0b2-9d0a-44c1-974b-ff87c15ec4e4
False,,,,N,False,8.0,A,,False,,,47,AE,250,False,,8.8,11.4,False,1,,11,1950-01-01T00:00:00.000Z,2014-10-04T00:00:00.000Z,1345,1,2025-10-04T00:00:00.000Z,2026-10-04T00:00:00.000Z,1,False,False,RatingEngine,R,False,169000,0,888,,,19.0,160,,2,,,,,,,,,False,False,S,Z,,,False,False,False,,False,,250004,250004,"CHATHAM, TOWN OF",False,,,,1.0,MA,Currently Unavailable,02633,25001,25001010700,250010107002,41.7,-70.0,2b3b4923-03d8-4a80-9fac-01550cc85022
False,,,,U,False,,2,1,False,,,47,AE,25,False,,,,False,1,,16,1977-01-01T00:00:00.000Z,2022-07-11T00:00:00.000Z,451,1,2025-07-11T00:00:00.000Z,2026-07-11T00:00:00.000Z,1,False,True,RatingEngine,R,False,135000,35000,321,,,,58,,1,,,,,,,,,False,False,N,N,,,False,False,False,,False,,260129,260129,"WARREN, CITY OF",False,,,,5.0,MI,Currently Unavailable,48093,26099,26099260400,260992604001,42.5,-83.0,25c1d7dd-09e5-4ba6-a500-75ef0bcc31dc
False,,,,N,False,,G,1,False,,,47,X,25,False,,,,False,1,,11,1975-01-01T00:00:00.000Z,2022-11-10T00:00:00.000Z,333,1,2025-11-10T00:00:00.000Z,2026-11-10T00:00:00.000Z,1,False,True,RatingEngine,R,False,75000,27000,221,,,4.0,40,,2,,,,,,,,,False,False,N,Z,,,False,False,False,,False,,240078,240078,WICOMICO COUNTY *,False,,,,3.0,MD,Currently Unavailable,21856,24045,24045010800,240450108003,38.4,-75.8,922fe2a8-2d97-4a7d-92d9-caba21603559
False,,,,N,False,,2,,False,,,47,AE,25,False,,12.1,13.5,False,3,,12,1978-05-01T00:00:00.000Z,2022-06-23T00:00:00.000Z,584,1,2025-06-23T00:00:00.000Z,2026-06-23T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,0,434,,,9.0,78,,2,,,,,,,,,False,False,N,R,,,False,False,False,,False,,360497,360497,"NEW YORK, CITY OF",False,,,,2.0,NY,Currently Unavailable,10306,36085,36085012805,360850128051,40.6,-74.1,ec90fe8a-10b5-4d70-945e-07f4612bda84
False,,,,N,False,,F,1,False,,,47,X,25,False,,,,False,1,,11,1978-01-01T00:00:00.000Z,2021-07-28T00:00:00.000Z,503,1,2025-07-28T00:00:00.000Z,2026-07-28T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,99000,365,,,7.0,66,,1,,,,,,,,,False,False,,R,,,False,False,False,,False,,480424,480424,"KINGSVILLE, CITY OF",False,,,,6.0,TX,Currently Unavailable,78363,48273,48273020501,482730205011,27.5,-97.8,b80fa58c-8e7f-46a5-85f6-73666178cdd1
False,,,,N,False,7.0,2,2,False,,,47,X,25,False,,,,False,2,,11,2022-02-01T00:00:00.000Z,2022-07-08T00:00:00.000Z,520,1,2025-07-08T00:00:00.000Z,2026-07-08T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,380,,,8.0,68,,2,,,,,,,,,False,False,S,N,,,False,False,False,,False,,120077,120077,"JACKSONVILLE, CITY OF",False,,,,4.0,FL,Currently Unavailable,32246,12031,12031014339,120310143391,30.3,-81.5,cc92c8e3-4c85-49b8-b4c1-8d6e2df10829
False,,,,N,False,,2,1,False,,,47,AE,250,False,,,,False,2,,11,1963-07-01T00:00:00.000Z,2021-09-14T00:00:00.000Z,1385,1,2025-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,1,False,False,RatingEngine,R,True,250000,100000,922,,,61.0,166,,2,,,,,,,,,False,False,N,T,,,True,False,False,,False,,365334,365334,"BROOKHAVEN,TOWN OF",False,,,,2.0,NY,Currently Unavailable,11719,36103,36103159204,361031592043,40.8,-72.9,9d30e735-93d3-4c60-9ea3-365ce698cc6a
False,,,,N,False,8.0,5,,False,,,47,AE,250,False,,,,False,1,,18,1998-01-01T00:00:00.000Z,2022-06-17T00:00:00.000Z,1654,1,2025-06-17T00:00:00.000Z,2026-06-17T00:00:00.000Z,1,False,False,RatingEngine,R,False,271000,0,1150,,,22.0,207,,2,,,,,,,,,False,False,N,N,,,False,False,False,,False,,050180,050180,"JACKSONVILLE, CITY OF",False,,,,6.0,AR,Currently Unavailable,72076,05119,05119003608,051190036082,34.9,-92.1,4aaf0a30-2e8c-438e-b30a-2f091c8aff5d
False,9.0,0.0,,N,False,8.0,2,1,False,,0.0,47,AH,25,False,3.0,8.5,9.2,False,1,,11,1947-08-20T00:00:00.000Z,2020-06-24T00:00:00.000Z,582,1,2025-06-24T00:00:00.000Z,2026-06-24T00:00:00.000Z,1,False,True,RatingEngine,R,False,190000,10000,432,,,9.0,78,,2,190000.0,,,,,,1.0,,False,False,N,N,,2020-06-24T00:00:00.000Z,False,False,False,,True,1.0,120643,120643,"HIALEAH, CITY OF",False,0284,L,AHB,4.0,FL,Currently Unavailable,33010,12086,12086001603,120860016032,25.8,-80.3,bb2e452c-083e-4f1d-ab52-e21744e7397a
False,,,,N,False,8.0,F,1,False,,,47,X,25,False,,,,False,2,,11,2001-01-01T00:00:00.000Z,2002-06-08T00:00:00.000Z,1084,1,2025-06-08T00:00:00.000Z,2026-06-08T00:00:00.000Z,1,True,True,RatingEngine,R,False,250000,100000,858,,,75.0,154,,1,340000.0,,,,,,1.0,,False,False,S,N,,,False,False,False,,False,1.0,120286,120286,"FORT PIERCE, CITY OF",False,0183,K,X,4.0,FL,Currently Unavailable,34949,12111,12111381300,121113813001,27.4,-80.3,b0ed1909-c0ed-4ea4-b6b4-76c53f726e5a
False,,,,N,False,8.0,,1,True,,,47,X,250,False,5.0,,,False,1,50.0,18,1988-02-01T00:00:00.000Z,2020-07-12T00:00:00.000Z,537,1,2025-07-12T00:00:00.000Z,2026-07-12T00:00:00.000Z,1,True,False,RatingEngine,R,False,0,50000,203,,,,37,,1,2000000.0,,,,,F,8.0,,False,False,N,N,,2020-07-01T00:00:00.000Z,True,True,False,,False,1.0,060137,060137,"LOS ANGELES, CITY OF",False,1590,F,X,9.0,CA,Currently Unavailable,90024,06037,06037265521,060372655211,34.1,-118.4,113daaad-0732-42a3-b66f-38e174558e2d
False,,0.0,,N,False,,F,1,False,,,47,X,25,False,4.0,,,False,2,,11,2020-01-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,808,1,2025-06-01T00:00:00.000Z,2026-06-01T00:00:00.000Z,1,True,True,RatingEngine,R,False,250000,100000,624,,,12.0,112,,1,715000.0,,,,,N,,,False,False,S,N,,2020-05-14T00:00:00.000Z,False,False,False,0.0,False,1.0,480228,480228,FORT BEND COUNTY *,False,0290,L,X,6.0,TX,Currently Unavailable,77479,48157,48157674402,481576744024,29.5,-95.6,24f45b8b-8f1d-40d6-9b6b-d6ed64d89e40
False,,0.0,,N,False,7.0,F,1,False,1,,47,X,25,False,4.0,,,False,2,,11,1991-07-23T00:00:00.000Z,2020-07-03T00:00:00.000Z,1084,1,2025-07-03T00:00:00.000Z,2026-07-03T00:00:00.000Z,1,True,True,RatingEngine,R,False,250000,100000,858,,,19.0,154,,1,257000.0,,,,,N,1.0,,False,False,N,N,,2000-08-24T00:00:00.000Z,False,False,False,0.0,False,1.0,120064,120064,CLAY COUNTY *,False,0180,E,X,4.0,FL,Currently Unavailable,32003,12019,12019030701,120190307013,30.1,-81.7,5a864fcd-966c-4d1d-b8ca-974965c2a0a6
False,,,,N,False,,F,1,True,,,47,X,25,False,,,,False,2,,11,1983-01-01T00:00:00.000Z,2020-07-15T00:00:00.000Z,686,1,2025-07-15T00:00:00.000Z,2026-07-15T00:00:00.000Z,1,True,True,RatingEngine,R,False,250000,100000,520,,,10.0,94,,1,432000.0,,,,,F,1.0,,False,False,S,N,,2020-07-01T00:00:00.000Z,False,False,False,,False,1.0,370171,370171,"WILMINGTON, CITY OF",False,3136,K,X,4.0,NC,Currently Unavailable,28409,37129,37129012009,371290120091,34.2,-77.9,1940ac2a-2b33-4a06-8862-4ddd05501856
False,,,,N,False,,,1,False,,,47,X,25,False,3.0,,,False,1,,11,1977-01-01T00:00:00.000Z,2020-07-18T00:00:00.000Z,203,1,2025-07-18T00:00:00.000Z,2026-07-18T00:00:00.000Z,1,False,True,RatingEngine,R,False,0,51000,111,,,,20,,1,60000.0,,,,,,1.0,,False,False,,N,,2014-04-02T00:00:00.000Z,True,False,False,,False,1.0,480338,480338,"EDINBURG,CITY OF",False,0035,E,X,6.0,TX,Currently Unavailable,78539,48215,48215023805,482150238052,26.3,-98.2,64256dd1-4742-465e-9a80-b18e0fb839b9
False,16.0,,,U,False,9.0,1,1,True,,7.0,47,AE,25,False,4.0,6.0,23.2,False,2,10.0,16,2001-01-01T00:00:00.000Z,2020-05-05T00:00:00.000Z,515,1,2025-05-05T00:00:00.000Z,2026-05-05T00:00:00.000Z,1,True,True,RatingEngine,R,False,66000,63000,375,,,,68,,2,60000.0,,,,,N,8.0,,False,False,N,N,,2020-05-05T00:00:00.000Z,False,False,False,,True,1.0,120373,120373,"CEDAR KEY, CITY OF",False,0444,G,AE,4.0,FL,Currently Unavailable,32625,12075,12075970400,120759704001,29.1,-83.0,f296bf0e-8a6d-449c-aab5-1da73c18d034
False,9.0,,,N,False,6.0,5,5,True,,-4.0,47,AE,25,False,7.0,5.4,8.7,False,2,50.0,11,1941-05-05T00:00:00.000Z,2020-07-20T00:00:00.000Z,2320,1,2025-07-20T00:00:00.000Z,2026-07-20T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,1905,,,58.0,343,,2,950000.0,,,,,F,1.0,,False,False,N,Z,2025-07-20T00:00:00.000Z,2020-07-20T00:00:00.000Z,False,False,False,,True,1.0,120651,120651,"MIAMI BEACH, CITY OF",False,0316,L,AE,4.0,FL,Currently Unavailable,33139,12086,12086004102,120860041023,25.8,-80.2,4e70c1c2-808e-4f07-b05a-783e2ae921ad
False,,0.0,,N,False,7.0,5,,False,,,47,AE,250,False,,,,False,1,,18,1970-01-01T00:00:00.000Z,2020-07-31T00:00:00.000Z,2984,1,2025-07-31T00:00:00.000Z,2026-07-31T00:00:00.000Z,1,False,False,RatingEngine,R,True,80000,0,2277,,,52.0,410,,2,80000.0,,,,,,5.0,,False,False,N,N,,2012-07-31T00:00:00.000Z,False,False,False,,True,1.0,060173,060173,MARIN COUNTY*,False,0241,D,AE,9.0,CA,Currently Unavailable,94950,06041,06041132200,060411322003,38.0,-122.8,2e4c768c-bfe4-408d-9772-a0f5c4568187
False,,0.0,,N,False,6.0,A,A,False,,,47,AE,25,False,3.0,,,False,1,,11,1952-01-01T00:00:00.000Z,2020-06-20T00:00:00.000Z,1953,1,2025-06-20T00:00:00.000Z,2026-06-20T00:00:00.000Z,1,False,True,RatingEngine,R,False,242000,89000,1594,,,38.0,287,,1,180000.0,,,,,N,,,False,False,S,N,2025-06-20T00:00:00.000Z,2020-05-26T00:00:00.000Z,False,False,False,0.0,False,1.0,480296,480296,"HOUSTON, CITY OF",False,0655,M,AE,6.0,TX,Currently Unavailable,77018,48201,48201531200,482015312003,29.8,-95.5,3044178c-f475-4996-b222-c1d76a8dfc9d
False,,,,N,False,7.0,F,1,False,,,47,X,25,False,4.0,,,False,2,,11,2001-08-24T00:00:00.000Z,2020-08-12T00:00:00.000Z,779,1,2025-08-12T00:00:00.000Z,2026-08-12T00:00:00.000Z,1,True,True,RatingEngine,R,False,250000,100000,599,,,13.0,108,,1,482000.0,,,,,,1.0,,False,False,,N,,2001-08-24T00:00:00.000Z,False,False,False,,False,1.0,120678,120678,"WESTON, CITY OF",False,0510,H,X,4.0,FL,Currently Unavailable,33327,12011,12011070331,120110703311,26.1,-80.4,552de06b-cfb8-4b73-8e44-77657d600899
False,,0.0,,N,False,7.0,2,1,False,,,47,AH,25,False,3.0,,,False,1,,11,1969-07-01T00:00:00.000Z,2020-05-06T00:00:00.000Z,917,1,2025-05-06T00:00:00.000Z,2026-05-06T00:00:00.000Z,1,False,True,RatingEngine,R,False,206000,50000,716,,,16.0,129,,2,150000.0,,,,,N,,,False,False,,N,,2020-04-01T00:00:00.000Z,False,False,False,0.0,False,1.0,125113,125113,"HOLLYWOOD, CITY OF",False,0562,H,AH,4.0,FL,Currently Unavailable,33024,12011,12011090602,120110906022,26.0,-80.2,f86addbe-1510-4c45-a64d-ed9fd97d4dfe
False,,,,N,False,6.0,F,1,False,,,47,X,25,False,4.0,,,False,2,,11,2020-06-18T00:00:00.000Z,2020-07-22T00:00:00.000Z,1084,1,2025-07-22T00:00:00.000Z,2026-07-22T00:00:00.000Z,1,True,True,RatingEngine,R,False,250000,100000,858,,,26.0,154,,1,300000.0,,,,,,1.0,,False,False,N,N,,2020-06-30T00:00:00.000Z,False,False,False,,True,1.0,450025,450025,BEAUFORT COUNTY*,False,0166,G,X,4.0,SC,Currently Unavailable,29907,45013,45013000903,450130009031,32.4,-80.7,004bfb99-1f12-47df-8f32-cf3125465c36
False,,,,U,False,6.0,F,1,False,,,47,X,250,False,3.0,,,False,2,,16,1988-01-01T00:00:00.000Z,2019-09-07T00:00:00.000Z,1105,1,2025-09-07T00:00:00.000Z,2026-09-07T00:00:00.000Z,1,True,False,RatingEngine,R,False,185000,62000,685,,,,123,,1,60000.0,,,,,,1.0,,False,False,,Z,,2019-08-08T00:00:00.000Z,False,False,False,,False,1.0,120161,120161,MARTIN COUNTY *,False,0144,H,X,4.0,FL,Currently Unavailable,34997,12085,12085001103,120850011032,27.1,-80.2,c4a4dacb-20c8-43b4-ae32-3c4a928751ef
False,830.8,0.0,,N,False,,A,A,True,,-2.0,47,AE,250,False,7.0,828.3,836.9,False,1,50.0,11,1964-01-01T00:00:00.000Z,2020-04-29T00:00:00.000Z,2320,1,2025-04-29T00:00:00.000Z,2026-04-29T00:00:00.000Z,1,False,False,RatingEngine,R,False,250000,53000,1714,,,32.0,309,,2,457388.0,,,,,F,,,False,False,,R,,2008-05-01T00:00:00.000Z,False,False,False,0.0,False,1.0,481149,481149,"GRANITE SHOALS, CITY OF",False,0560,F,AE,6.0,TX,Currently Unavailable,78654,48053,48053960502,480539605022,30.6,-98.4,51082888-e472-43ab-a12d-9f75ac8857cd
False,,,,N,False,8.0,F,1,False,,,47,X,25,False,4.0,,,False,2,,11,2013-01-01T00:00:00.000Z,2020-07-10T00:00:00.000Z,1086,1,2025-07-10T00:00:00.000Z,2026-07-10T00:00:00.000Z,1,True,True,RatingEngine,R,False,250000,100000,859,,,30.0,155,,1,265000.0,,,,,,1.0,,False,False,,N,,2020-07-01T00:00:00.000Z,False,False,False,,False,1.0,370168,370168,NEW HANOVER COUNTY*,False,3149,K,X,4.0,NC,Currently Unavailable,28405,37129,37129011609,371290116091,34.3,-77.9,b5959991-6348-4df1-a541-fb6e8476ca78
False,,,,N,False,5.0,F,1,False,,,47,X,250,False,3.0,,,False,1,,11,1975-01-01T00:00:00.000Z,2020-04-06T00:00:00.000Z,1102,1,2025-04-06T00:00:00.000Z,2026-04-06T00:00:00.000Z,1,True,False,RatingEngine,R,False,125000,50000,682,,,25.0,123,,2,120000.0,,,,,,1.0,,False,False,N,N,,2020-04-06T00:00:00.000Z,True,False,False,,True,1.0,225199,225199,JEFFERSON PARISH*,False,0120,F,X,6.0,LA,Currently Unavailable,70005,22051,22051029500,220510295001,30.0,-90.1,fc332c24-ab0d-47ca-9e68-c069824d086c
